companyId;companyName;ticker;price;p_L;dy;p_VP;p_Ebit;p_Ativo;eV_Ebit;margemBruta;margemEbit;margemLiquida;p_SR;p_CapitalGiro;p_AtivoCirculante;giroAtivos;roe;roa;roic;dividaliquidaPatrimonioLiquido;dividaLiquidaEbit;pl_Ativo;passivo_Ativo;liquidezCorrente;peg_Ratio;receitas_Cagr5;liquidezMediaDiaria;vpa;lpa;valorMercado;lucros_Cagr5
460;CEEE-D;CEED3;37,0;9,8832;;-0,911;6,9646;0,4058;12,6249;18,16;7,89;5,56;0,5495;1059,3257;-0,6062;0,74;-9,22;4,11;-284,64;;5,66;-0,45;1,45;1,0;-0,07748478;12,08;9887,8;-40,6127;3,7437;2525104382,0;
460;CEEE-D;CEED4;35,0;9,3489;;-0,8618;6,5881;0,3839;12,6249;18,16;7,89;5,56;0,5198;1002,0648;-0,5735;0,74;-9,22;4,11;-284,64;;5,66;-0,45;1,45;1,0;-0,07329641;12,08;3500,0;-40,6127;3,7437;2525104382,0;
491;ALPER;APER3;27,95;16,287;0,2477;0,6856;18,5947;0,4154;10,6445;100,0;7,85;8,96;1,4589;3,808;-0,585;0,28;4,21;2,55;1,93;-0,29;-7,95;0,61;0,39;1,6;-0,0009452;4,5;1001229,32;40,7681;1,7161;320869745,3;
659;NEOGRID;NGRD3;1,46;261,9902;1,0181;0,7715;65,3134;0,4848;28,689;64,86;2,03;0,51;1,3244;1,7254;-0,9156;0,37;0,29;0,19;-0,05;-0,43;-36,62;0,63;0,37;2,48;-2,79989452;;1173824,55;1,8925;0,0056;348447001,8;
334;BANCO BANPARA;BPAR3;182,07;7,2841;5,6945;1,0202;4,2975;0,1134;4,2975;55,65;14,23;8,39;0,6114;1,2706;-0,1246;0,19;14,01;1,56;;;;0,11;0,89;;0,29617714;4,66;;178,4719;24,9955;1733606633,43;0,56
770;BANCO MODAL S.A;MODL4;2,72;26,4371;2,7992;1,4554;11,0904;0,2389;11,4981;58,04;12,02;5,04;1,3331;;-0,3027;0,18;5,51;0,9;;;;0,16;0,84;;-1,46113746;;31974,18;1,8688;0,1029;1985844000,0;
770;BANCO MODAL S.A;MODL11;8,46;27,4091;2,6999;1,509;11,4981;0,2476;11,4981;58,04;12,02;5,04;1,3821;;-0,3138;0,18;5,51;0,9;;;;0,16;0,84;;-1,51485575;;3256574,36;5,6065;0,3087;1985844000,0;
770;BANCO MODAL S.A;MODL3;2,18;21,1886;4,4962;1,1665;8,8886;0,1914;11,4981;58,04;12,02;5,04;1,0684;;-0,2426;0,18;5,51;0,9;;;;0,16;0,84;;-1,1710587;;7164816,13;1,8688;0,1029;1985844000,0;
215;MAGAZINE LUIZA;MGLU3;3,85;-70,2073;;2,4047;104,0117;0,7222;124,1943;27,34;0,7;-1,04;0,7313;3,4344;-1,7033;0,99;-3,43;-1,03;-4,74;0,47;20,18;0,3;0,7;1,58;0,46309575;29,98;559707442,0;1,601;-0,0548;25983368364,8;
657;REDE D OR SÃO LUIZ S.A.;RDOR3;26,13;43,6103;1,5511;4,3893;15,1654;1,0658;19,1659;22,54;17,63;6,13;2,6739;3,9328;-1,8547;0,4;10,06;2,44;8,46;1,16;4,0;0,24;0,74;2,76;-8,33240409;;162486045,06;5,9532;0,5992;59819215376,7;
263;SANTANENSE;CTSA4;1,6;-1,2907;;0,1592;-2,4522;0,072;-10,8464;10,14;-3,75;-7,12;0,0919;-1,24;-0,1042;0,78;-12,34;-5,57;-8,29;0,46;-7,06;0,45;0,55;0,84;0,0064065;9,79;37384,32;10,0476;-1,2396;68727209,07;
263;SANTANENSE;CTSA8;0,0;0,0;;0,0;0,0;0,0;-10,8464;10,14;-3,75;-7,12;0,0;0,0;0,0;0,78;-12,34;-5,57;-8,29;0,46;-7,06;0,45;0,55;0,84;0,0;9,79;;10,0476;-1,2396;68727209,07;
263;SANTANENSE;CTSA3;2,47;-1,9926;;0,2458;-3,7856;0,1111;-10,8464;10,14;-3,75;-7,12;0,1418;-1,9143;-0,1608;0,78;-12,34;-5,57;-8,29;0,46;-7,06;0,45;0,55;0,84;0,00989004;9,79;7355,8;10,0476;-1,2396;68727209,07;
246;LOCALIZA;RENT3;53,75;28,733;2,4499;2,602;12,9742;0,8236;18,6425;40,31;28,05;12,67;3,6396;63,2649;-1,0741;0,23;9,06;2,87;6,78;1,14;5,67;0,32;0,68;1,06;-3,54587339;19,68;450948450,87;20,6569;1,8707;52898546626,25;35,08
683;WESTWING COMERCIO VAREJISTA S.A.;WEST3;0,91;-2,162;;0,2858;-1,3183;0,2361;0,39;41,97;-27,71;-16,9;0,3654;0,4261;-0,6745;0,65;-13,22;-10,92;-23,69;-0,37;1,71;0,83;0,17;6,77;-0,04190742;;470662,71;3,1842;-0,4209;100423754,34;
798;RAIZEN S.A.;RAIZ4;3,3;26,1272;4,497;1,5348;7,5283;0,3405;12,9195;4,82;1,9;0,55;0,1427;5,1527;-0,641;2,39;5,87;1,3;8,04;1,1;5,39;0,22;0,78;1,16;-0,5879402;;46785131,87;2,1501;0,1263;34163281297,2;
317;LOPES BRASIL;LPSB3;2,1;24,3509;3,5988;1,5742;11,6102;0,763;9,3009;80,54;13,34;6,36;1,5486;7,4648;-1,0557;0,49;6,46;3,13;4,92;-0,31;-2,31;0,48;0,51;1,58;-0,31583933;8,4;639707,84;1,334;0,0862;309864725,1;
324;ALFA HOLDINGS;RPAD5;6,9;9,2805;8,1843;0,545;10,235;0,5427;8,9431;;;;;9,3659;-0,5787;0,0;5,87;5,85;5,26;-0,06;-1,15;1,0;0,0;14,72;0,04059888;;6393,33;12,6595;0,7435;576025562,34;4,39
324;ALFA HOLDINGS;RPAD6;6,22;8,3659;0,0124;0,4913;9,2264;0,4892;8,9431;;;;;8,4428;-0,5216;0,0;5,87;5,85;5,26;-0,06;-1,15;1,0;0,0;14,72;0,03659783;;3938,69;12,6595;0,7435;576025562,34;4,39
324;ALFA HOLDINGS;RPAD3;6,72;9,0384;0,0104;0,5308;9,968;0,5285;8,9431;;;;;9,1215;-0,5636;0,0;5,87;5,85;5,26;-0,06;-1,15;1,0;0,0;14,72;0,03953978;;4970,09;12,6595;0,7435;576025562,34;4,39
436;OI;OIBR3;1,15;-0,2582;;-0,3325;-0,2263;0,0156;-5,712;-3,45;-28,92;-25,35;0,0654;0,2074;-0,0216;0,24;-128,78;-6,02;-30,36;;-5,47;-0,05;1,05;1,37;0,00558402;-16,61;20931625,9;-3,4586;-4,4541;800831570,87;
436;OI;OIBR4;3,78;-0,8487;;-1,0929;-0,7438;0,0511;-5,712;-3,45;-28,92;-25,35;0,2151;0,6817;-0,0709;0,24;-128,78;-6,02;-30,36;;-5,47;-0,05;1,05;1,37;0,01835444;-16,61;1350586,32;-3,4586;-4,4541;800831570,87;
627;PETZ;PETZ3;5,92;45,4223;0,6666;1,4925;19,0522;0,7639;18,1147;48,68;5,44;2,28;1,0357;5,9904;-1,1203;0,74;3,29;1,68;6,51;-0,07;-0,94;0,51;0,49;1,67;-2,74310604;;85384684,19;3,9666;0,1303;2732925879,2;
479;RIO PARANAPANEMA;GEPA4;25,41;16,1152;9,4381;1,1628;6,1985;0,6386;8,1488;29,78;28,6;11,0;1,773;-5,2401;-0,7074;0,36;7,22;3,96;11,02;0,38;2,02;0,55;0,45;0,44;-0,23270877;0,2;11159,62;21,8517;1,5768;2370904958,52;-16,23
479;RIO PARANAPANEMA;GEPA3;24,5;15,538;9,7886;1,1212;5,9765;0,6158;8,1488;29,78;28,6;11,0;1,7095;-5,0524;-0,682;0,36;7,22;3,96;11,02;0,38;2,02;0,55;0,45;0,44;-0,22437484;0,2;21052,84;21,8517;1,5768;2370904958,52;-16,23
292;EXCELSIOR ALIMENTOS;BAUH4;83,89;48,0733;;4,0688;129,7666;2,6473;129,7379;20,99;1,84;4,97;2,3908;94,3351;-3,8489;1,11;8,46;5,51;-1,98;0,0;-0,03;0,65;0,35;1,1;-0,90048241;5,51;25167,0;20,618;1,745;438092203,58;3,46
232;EVEN CONSTRUTORA E INCORPORADORA;EVEN3;4,61;6,6942;3,254;0,5048;5,5752;0,1514;4,0762;24,3;7,41;6,17;0,4131;0,3513;-0,5459;0,37;7,54;2,26;3,85;-0,14;-1,5;0,3;0,57;2,48;0,14636325;5,48;5897063,29;9,1328;0,6887;977320000,0;139,11
367;B3;B3SA3;12,95;18,3091;3,7322;3,8683;14,0749;1,6194;13,2823;89,66;56,13;43,15;7,9003;11,1033;-2,609;0,2;21,13;8,84;12,42;-0,22;-0,79;0,42;0,58;1,62;-2,11389948;34,69;567376016,39;3,3477;0,7073;78982050000,0;24,43
233;EZ TEC;EZTC3;12,9;7,7958;6,0336;0,6377;10,7632;0,5165;9,2079;38,96;26,84;37,06;2,889;1,4651;-0,9083;0,18;8,18;6,63;4,63;-0,09;-1,56;0,81;0,18;5,47;-0,29454833;10,85;33302046,06;20,2302;1,6547;2850759428,7;9,7
447;AMPLA ENERGIA E SERVICOS;CBEE3;12,92;-30,4547;2,7718;0,6534;3,5434;0,1854;9,0119;18,31;10,61;-1,23;0,3759;-1,2956;-0,2314;0,49;-2,15;-0,61;7,75;1,01;5,47;0,28;0,72;0,58;0,06269308;13,66;2157,0;19,774;-0,4242;3103512179,32;
768;BOA SAFRA SEMENTES S.A.;SOJA3;10,73;10,6709;1,0184;1,7159;10,2411;0,7501;10,7623;10,12;8,27;7,93;0,8466;2,8901;-2,5827;0,89;16,08;7,03;9,42;0,09;0,52;0,44;0,52;1,58;-0,81090299;;1655303,58;6,2532;1,0055;1256915697,98;
636;MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.;MELK3;3,0;5,6186;6,9846;0,5206;7,0504;0,2838;4,7812;23,62;8,39;10,53;0,5914;0,6932;-1,023;0,48;9,26;5,05;4,78;-0,17;-2,27;0,55;0,41;2,31;0,05256545;;1171340,71;5,7631;0,5339;623908023,0;
586;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;NUTR3;280,0;4,3389;;1,2772;2,2842;0,3588;3,0983;16,08;9,4;4,95;0,2148;1,0134;-1,2891;1,67;29,44;8,27;30,37;0,46;0,81;0,28;0,72;1,96;0,04307509;33,43;43200,0;219,2323;64,5329;37084320,0;
429;ODONTOPREV;ODPV3;10,04;12,843;3,0235;4,7322;10,2295;2,6827;9,5895;61,42;29,78;23,72;3,0459;-39,7997;-3,8273;0,88;36,85;20,89;30,67;-0,3;-0,64;0,57;0,43;0,82;0,71543546;6,18;17808151,19;2,1216;0,7818;5707396662,12;15,52
345;ITAUSA;ITSA3;8,85;5,9343;5,4316;1,2122;5,7572;0,8949;6,0946;34,89;170,3;165,22;9,8044;26,9822;-1,013;0,09;20,43;15,08;16,44;0,1;0,5;0,74;0,22;1,4;0,25584596;11,75;1552909,1;7,3007;1,4913;83501505188,35;12,0
345;ITAUSA;ITSA4;8,48;5,6862;5,6686;1,1615;5,5165;0,8575;6,0946;34,89;170,3;165,22;9,3945;25,8542;-0,9706;0,09;20,43;15,08;16,44;0,1;0,5;0,74;0,22;1,4;0,24514957;11,75;194696666,68;7,3007;1,4913;83501505188,35;12,0
210;SIMPAR S.A.;SIMH3;6,68;10,6241;9,782;2,0217;1,1545;0,0949;6,4209;32,54;23,0;2,5;0,2655;0,4108;-0,1573;0,36;19,03;0,89;9,46;9,22;5,27;0,05;0,91;2,4;-0,45091672;16,28;28062937,58;3,3041;0,6288;5600564832,12;
647;MÉLIUZ S.A.;CASH3;1,07;-14,1595;;1,1919;-5,3758;0,6996;-1,0207;-47,13;-47,12;-17,89;2,5332;1,9713;-2,1117;0,28;-8,42;-4,94;-25,87;-0,97;4,36;0,59;0,4;2,13;-0,01145009;;46191793,45;0,8977;-0,0756;925477174,73;
465;ISA CTEEP;TRPL3;27,49;7,0134;3,8647;1,1269;4,5033;0,5642;5,6752;65,19;71,11;45,66;3,2023;4,7148;-0,6619;0,18;16,07;8,05;14,19;0,42;1,68;0,5;0,48;5,29;-0,22498195;-6,6;70753,87;24,3953;3,9197;16059860698,32;-12,14
465;ISA CTEEP;TRPL4;22,37;5,7071;4,7492;0,917;3,6646;0,4592;5,6752;65,19;71,11;45,66;2,6059;3,8366;-0,5386;0,18;16,07;8,05;14,19;0,42;1,68;0,5;0,48;5,29;-0,18307917;-6,6;57519514,71;24,3953;3,9197;16059860698,32;-12,14
791;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A;LVTC3;7,09;9,9985;2,4542;0,7076;4,22;0,2709;2,5661;24,78;10,16;4,29;0,4287;0,7988;-0,6543;0,63;7,08;2,71;14,97;-0,28;-1,65;0,38;0,62;2,37;-0,24983336;;1864767,84;10,0196;0,7091;458461116,67;
440;CASAN;CASN4;8,37;81,4997;0,4579;4,3026;36,724;1,8778;58,1484;43,68;16,23;7,31;5,9599;-74,7264;-2,1402;0,32;5,28;2,3;4,87;0,81;6,9;0,44;0,56;0,83;-2,70346601;5,83;;1,9454;0,1027;11094218905,01;28,01
440;CASAN;CASN3;15,01;146,1542;0,2327;7,7158;65,8576;3,3674;58,1484;43,68;16,23;7,31;10,688;-134,0076;-3,8381;0,32;5,28;2,3;4,87;0,81;6,9;0,44;0,56;0,83;-4,84815111;5,83;;1,9454;0,1027;11094218905,01;28,01
242;TECNISA;TCSA3;2,76;-2,7568;;0,3531;-4,5732;0,1315;-14,5239;8,42;-24,28;-40,28;1,1104;0,3757;-0,2712;0,12;-12,81;-4,77;-4,1;0,77;-9,95;0,37;0,57;3,12;0,05212075;-15,57;1422537,03;7,8174;-1,0012;203189074,8;
626;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;LAVV3;4,93;9,2001;10,459;0,8394;11,4564;0,5481;5,4723;34,52;16,6;20,67;1,9015;0,8889;-3,2734;0,29;9,12;5,96;5,24;-0,44;-5,98;0,65;0,3;3,85;-0,19063399;;3304685,32;5,8732;0,5359;983704355,36;
254;SER EDUCACIONAL;SEER3;4,16;-5,7416;;0,3926;5,574;0,154;10,5841;51,25;5,91;-5,74;0,3295;2,2602;-0,1981;0,47;-6,84;-2,68;4,34;0,35;5,01;0,39;0,61;1,44;0,03711615;4,57;4178351,58;10,5959;-0,7245;535481689,6;
386;BRASKEM;BRKM3;23,75;9,9382;7,1425;2,179;1,9247;0,2053;4,0786;17,15;9,3;1,8;0,1791;1,4194;-0,3521;1,15;21,92;2,07;18,39;2,49;2,2;0,09;0,93;1,53;-0,11465658;17,25;272058,23;10,8997;2,3898;18508672863,64;
386;BRASKEM;BRKM5;22,52;9,4235;7,5326;2,0661;1,825;0,1947;4,0786;17,15;9,3;1,8;0,1698;1,3459;-0,3338;1,15;21,92;2,07;18,39;2,49;2,2;0,09;0,93;1,53;-0,10871858;17,25;59326510,58;10,8997;2,3898;18508672863,64;
386;BRASKEM;BRKM6;21,1;8,8293;;1,9358;1,71;0,1824;4,0786;17,15;9,3;1,8;0,1591;1,261;-0,3128;1,15;21,92;2,07;18,39;2,49;2,2;0,09;0,93;1,53;-0,10186332;17,25;23768,0;10,8997;2,3898;18508672863,64;
427;INSTITUTO HERMES PARDINI;PARD3;19,89;15,2144;3,2089;2,721;8,4601;1,0905;9,037;27,49;14,88;8,28;1,2591;311,5107;-1,5644;0,87;17,88;7,17;19,57;0,19;0,58;0,4;0,6;1,01;-0,72370278;17,16;8618355,74;7,3098;1,3073;2605164254,55;10,74
208;LOG-IN LOGÍSTICA INTERMODAL;LOGN3;33,93;25,9483;;6,1875;10,2243;1,1864;12,6283;22,96;18,52;7,3;1,894;6,5963;-1,8694;0,63;23,85;4,57;15,75;1,45;2,4;0,19;0,81;1,97;-0,77125517;11,96;6401608,45;5,4837;1,3076;3612754125,63;8,15
358;CIA SEGUROS ALIANÇA DA BAHIA;CSAB4;36,8;-71,2977;3,0434;1,5482;-30,5374;0,7378;-27,9442;45,0;-195,25;-83,63;59,6253;4,916;-0,9315;0,01;-2,17;-1,03;;;;0,48;0,52;3,59;0,63686552;-42,66;12560,0;23,7702;-0,5161;258624000,0;
358;CIA SEGUROS ALIANÇA DA BAHIA;CSAB3;30,55;-59,1887;3,3327;1,2852;-25,3511;0,6125;-27,9442;45,0;-195,25;-83,63;49,4987;4,0811;-0,7733;0,01;-2,17;-1,03;;;;0,48;0,52;3,59;0,52870221;-42,66;3292,5;23,7702;-0,5161;258624000,0;
295;MINERVA;BEEF3;15,15;11,0709;3,7066;14,7916;3,5933;0,4313;6,1234;18,34;8,09;2,63;0,2907;1,5415;-1,3415;1,48;133,61;3,9;15,04;10,41;2,53;0,03;0,97;1,7;0,23217907;22,82;89504738,74;1,0242;1,3685;9200343616,05;33,65
472;ENEVA;ENEV3;12,37;18,5018;;1,4129;10,9383;0,6072;14,1009;35,01;32,61;19,28;3,5674;2,927;-0,9524;0,17;7,64;3,28;5,56;0,41;3,16;0,43;0,57;2,34;-0,81512279;18,85;122490512,71;8,7549;0,6686;19599599790,88;
490;CAMBUCI;CAMB3;6,34;4,2758;3,0367;1,6879;3,2504;0,7028;4,496;44,76;20,4;15,51;0,6631;4,9327;-1,355;1,06;39,48;16,44;29,85;0,65;1,25;0,42;0,59;1,42;0,01209081;-2,78;204011,39;3,7561;1,4828;268024007,2;
490;CAMBUCI;CAMB4;6,25;4,2151;2,2565;1,6639;3,2042;0,6928;4,496;44,76;20,4;15,51;0,6537;4,8627;-1,3357;1,06;39,48;16,44;29,85;0,65;1,25;0,42;0,59;1,42;0,01191917;-2,78;;3,7561;1,4828;268024007,2;
406;PETRO RIO;PRIO3;39,07;10,252;;3,7524;8,2485;1,7401;8,2215;65,73;58,63;47,17;4,8359;3,5736;-3,94;0,36;36,6;16,97;20,56;-0,01;-0,03;0,46;0,54;7,82;0,04751748;61,68;388747818,16;10,4121;3,811;34664042773,29;69,51
471;ENERGISA;ENGI4;7,0;6,0835;3,3143;1,2236;2,4176;0,2392;6,5243;26,61;21,65;8,6;0,5233;5,0492;-0,3229;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-1,65963463;17,81;103784,29;5,7207;1,1507;16679727897,2;72,25
471;ENERGISA;ENGI11;40,9;7,109;2,8362;1,4299;2,8252;0,2795;6,5243;26,61;21,65;8,6;0,6115;5,9003;-0,3773;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-1,93940161;17,81;98879528,35;28,6037;5,7533;16679727897,2;72,25
471;ENERGISA;ENGI3;12,8;11,1241;1,8125;2,2375;4,4208;0,4374;6,5243;26,61;21,65;8,6;0,9569;9,2328;-0,5904;0,46;20,11;3,93;12,38;1,87;3,7;0,2;0,78;1,22;-3,03476046;17,81;57331,74;5,7207;1,1507;16679727897,2;72,25
788;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA S.A.;DESK3;8,0;15,0578;0,176;0,7581;3,996;0,2888;7,296;57,26;27,45;7,29;1,0971;8,5219;-0,3517;0,26;5,03;1,92;9,56;0,63;3,3;0,38;0,61;1,23;0,11205826;;1450838,29;10,5527;0,5313;698139504,0;
520;VIVARA;VIVA3;20,93;14,9702;0,2573;3,5496;15,0522;1,9282;14,5161;63,71;17,61;17,71;2,6508;5,439;-5,0412;0,73;23,71;12,88;16,73;-0,13;-0,54;0,54;0,46;2,35;0,60291181;;23724759,03;5,8965;1,3981;4943619305,17;
392;FIBAM;FBMC4;1,96;-0,0926;;-0,0224;-0,1019;0,0339;-0,739;-60,76;-92,67;-101,97;0,0945;-0,0437;-0,0518;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,00166191;-18,14;;-87,4753;-21,16;904253,84;
392;FIBAM;FBMC3;0,0;0,0;;0,0;0,0;0,0;-0,739;-60,76;-92,67;-101,97;0,0;0,0;0,0;0,36;-24,19;-36,57;25,82;;-0,67;-1,51;2,51;0,31;0,0;-18,14;;-87,4753;-21,16;904253,84;
197;WETZEL;MWET3;29,98;2,4109;;-2,7511;3,2559;0,2326;5,4228;15,98;6,76;9,13;0,2202;35,4184;-0,436;1,06;-114,11;9,65;38,73;;3,65;-0,08;1,09;1,01;-0,02834837;14,95;2998,0;-10,8975;12,4354;33600328,98;
197;WETZEL;MWET4;9,5;0,764;;-0,8718;1,0317;0,0737;5,4228;15,98;6,76;9,13;0,0698;11,2233;-0,1382;1,06;-114,11;9,65;38,73;;3,65;-0,08;1,09;1,01;-0,00898297;14,95;25797,22;-10,8975;12,4354;33600328,98;
314;SÃO CARLOS;SCAR3;16,32;-14,3762;0,8809;0,6266;6,6057;0,2545;19,3587;77,38;47,1;-21,64;3,1113;2,9524;-0,3012;0,08;-4,36;-1,77;3,38;1,21;12,75;0,41;0,59;2,25;0,06063973;-8,54;244800,84;26,0464;-1,1352;942273046,08;
377;SUZANO HOLDING;NEMO6;0,0;0,0;;0,0;0,0;0,0;2,5356;49,46;41,91;10,64;0,0;0,0;0,0;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,0;32,9;;40,2763;28,8911;0,0;55,92
377;SUZANO HOLDING;NEMO5;52,97;1,8334;2,3085;1,3152;0,4656;0,081;2,5356;49,46;41,91;10,64;0,1952;0,3808;-0,1127;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,03672208;32,9;;40,2763;28,8911;0,0;55,92
377;SUZANO HOLDING;NEMO3;0,0;0,0;;0,0;0,0;0,0;2,5356;49,46;41,91;10,64;0,0;0,0;0,0;0,42;71,73;4,42;17,48;7,16;2,54;0,06;0,77;4,11;0,0;32,9;;40,2763;28,8911;0,0;55,92
419;PROFARMA;PFRM3;3,4;4,8215;5,0976;0,3493;1,8758;0,1007;4,4355;14,61;3,02;1,17;0,0566;0,4828;-0,3086;1,78;7,24;2,09;9,16;0,48;2,56;0,29;0,64;1,45;-0,60585612;9,44;596853,55;9,7341;0,7052;420963428,2;
418;OURO FINO SAÚDE ANIMAL;OFSA3;26,5;11,713;2,552;2,1036;9,2463;1,105;10,7454;49,5;15,64;12,34;1,446;2,4794;-2,9698;0,76;17,96;9,43;13,09;0,34;1,5;0,53;0,47;3,45;0,89158321;14,66;266841,65;12,5973;2,2625;1429648659,0;
172;FLEX RELACIONAMENTOS INTELIGENTES;FLEX3;0,0;0,0;;0,0;0,0;0,0;-1,309;24,43;-19,92;-42,5;0,0;0,0;0,0;1,17;-425,18;-49,92;-122,57;;-1,31;-0,12;1,12;0,77;0,0;1,44;;-14,2489;-60,584;0,0;
169;PORTOBELLO;PTBL3;7,28;5,1608;4,5725;2,2642;2,9799;0,4624;4,5491;44,43;15,57;8,99;0,4639;4,3135;-0,86;1,0;43,87;8,96;23,57;1,19;1,57;0,2;0,8;1,3;3,61274237;13,47;9164402,9;3,2152;1,4106;1026384530,08;147,88
205;FERROVIA CENTRO-ATLÂNTICA;VSPT3;4,99;-1,3094;;0,1715;-2,1147;0,0846;-3,1649;-2,93;-11,47;-18,52;0,2425;-2,1135;-0,093;0,35;-13,1;-6,46;-8,15;0,09;-1,05;0,49;0,51;0,69;-0,01411418;11,6;;29,0933;-3,811;712610842,16;
205;FERROVIA CENTRO-ATLÂNTICA;VSPT4;0,0;0,0;;0,0;0,0;0,0;-3,1649;-2,93;-11,47;-18,52;0,0;0,0;0,0;0,35;-13,1;-6,46;-8,15;0,09;-1,05;0,49;0,51;0,69;0,0;11,6;;29,0933;-3,811;712610842,16;
192;MARCOPOLO;POMO3;2,41;8,7871;5,8921;0,7493;14,9118;0,311;25,8639;12,71;3,25;5,51;0,4844;1,5575;-0,6943;0,64;8,53;3,54;1,65;0,47;9,41;0,42;0,58;1,57;-0,21683619;6,33;597707,65;3,2162;0,2743;2518066029,44;3,43
192;MARCOPOLO;POMO4;2,8;10,2091;5,0714;0,8706;17,3249;0,3614;25,8639;12,71;3,25;5,51;0,5628;1,8095;-0,8067;0,64;8,53;3,54;1,65;0,47;9,41;0,42;0,58;1,57;-0,25192586;6,33;13676736,84;3,2162;0,2743;2518066029,44;3,43
163;AZEVEDO E TRAVASSOS;AZEV4;1,69;11,2706;;1,0464;-13,0827;0,263;-16,3834;5,05;-3,09;3,59;0,4042;-4,0577;-0,3898;0,65;9,28;2,33;-25,37;0,25;-3,09;0,25;0,75;0,83;-0,12625784;-8,87;540662,81;1,615;0,1499;132558169,09;
163;AZEVEDO E TRAVASSOS;AZEV3;1,77;11,8042;;1,096;-13,702;0,2755;-16,3834;5,05;-3,09;3,59;0,4234;-4,2498;-0,4083;0,65;9,28;2,33;-25,37;0,25;-3,09;0,25;0,75;0,83;-0,13223454;-8,87;192074,94;1,615;0,1499;132558169,09;
189;WEG;WEGE3;37,69;40,6785;1,3682;11,7935;34,1595;6,1121;34,1123;28,42;16,27;13,66;5,5576;22,1054;-19,0245;1,1;28,99;15,03;23,19;-0,02;-0,05;0,52;0,47;1,69;3,23133866;20,26;250539437,06;3,1958;0,9265;158196915344,62;28,32
243;TRISUL;TRIS3;3,48;11,2897;6,3116;0,5194;6,4187;0,2818;10,9041;31,52;13,91;7,91;0,8931;0,6068;-0,7467;0,32;4,6;2,5;4,07;0,36;4,49;0,54;0,43;3,93;-0,17683989;20,68;3573544,35;6,7004;0,3082;649429032,24;85,86
255;SOMOS EDUCAÇÃO;SEDU3;23,8;-13,3591;;15,0015;-21,887;1,5308;-27,9389;48,36;-15,73;-25,77;3,4431;57,8952;-2,2677;0,44;-112,29;-11,46;-13,15;4,15;-6,05;0,1;0,9;1,09;0,01146574;12,49;;1,5865;-1,7816;6238667820,0;
245;LOCAMERICA;LCAM3;24,15;19,1171;5,1473;2,4201;4,6615;0,6523;7,8043;39,75;27,63;6,74;1,2879;20,4597;-0,8299;0,51;12,66;3,41;12,37;1,63;3,14;0,27;0,73;1,18;-2,18866949;53,89;166957437,09;9,979;1,2633;12285815275,65;85,95
240;RNI NEGÓCIOS IMOBILIÁRIOS;RDNI3;6,53;16,5835;0,8755;0,4474;7,4486;0,132;21,6831;24,18;5,81;2,61;0,4325;1,3509;-0,1959;0,31;2,7;0,8;1,62;0,86;14,23;0,29;0,69;1,43;-1,56965068;4,17;140421,9;14,5952;0,3938;285816846,24;
216;VIA S.A;VIIA3;2,62;-27,9193;;0,7607;3,3855;0,123;9,9207;30,44;4,1;-0,5;0,1388;-1,187;-0,2225;0,89;-2,72;-0,44;3,93;1,47;6,54;0,16;0,84;0,81;0,01744954;9,29;197443874,03;3,444;-0,0938;4187889977,18;
225;LOJAS MARISA;AMAR3;1,25;-1,6545;;0,44;-14,2486;0,1196;-65,0938;43,55;-1,08;-9,3;0,1539;0,9909;-0,221;0,78;-26,59;-7,23;-3,01;1,57;-50,85;0,27;0,73;1,36;0,00860966;-2,41;11001427,58;2,8409;-0,7555;428553640,0;
237;JOÃO FORTES ENGENHARIA;JFEN3;0,68;-0,4578;;-0,1197;-0,5238;0,0607;-4,7403;-289,44;-801,66;-917,09;4,1988;-0,4392;-0,3773;0,01;-26,15;-13,26;150,41;;-4,22;-0,51;1,59;0,86;0,03741531;-55,23;68003,53;-5,6792;-1,4853;71538594,2;
239;PDG REALTY;PDGR3;0,15;0,0769;;-0,0099;-0,1773;0,0399;-4,3255;16,08;-159,1;366,8;0,282;-0,0202;-0,1903;0,14;-12,91;51,89;12,36;;-4,15;-4,02;5,07;0,29;-0,00030155;11,86;3979617,03;-15,1077;1,9509;48327965,55;
658;ALPHAVILLE S.A.;AVLL3;8,49;-0,4404;;-1,0367;-0,917;0,1084;-5,0673;10,42;-84,66;-176,29;0,7763;-0,2495;-0,1694;0,14;-235,4;-24,62;-27,54;;-4,15;-0,1;1,1;0,45;0,02832916;;97479,59;-8,1898;-19,2791;190310091,06;
